Price Hub,Trade Date,Delivery Start Date,Delivery End Date, High Price $/MWh , Low Price $/MWh , Wtd Avg Price $/MWh , Change , Daily Volume MWh ,Number of Trades,Number of Counterparties,
Indiana,20-Feb-08,21-Feb-08,21-Feb-08,82,79.5,80.38,0.85,28 800,36,18,
Indiana,21-Feb-08,22-Feb-08,22-Feb-08,72.75,69.75,71.38,-9,26 400,33,19,
Indiana,22-Feb-08,25-Feb-08,25-Feb-08,65,62,63.63,-7.75,25 600,31,24,
Indiana,25-Feb-08,26-Feb-08,26-Feb-08,71,62,67.58,3.95,42 400,51,28,
Indiana,26-Feb-08,27-Feb-08,27-Feb-08,80,77,78.82,11.24,40 800,47,24,
Indiana,27-Feb-08,28-Feb-08,28-Feb-08,80.25,78,79.12,0.3,40 000,50,23,
Indiana,28-Feb-08,29-Feb-08,29-Feb-08,71.5,66.5,69.55,-9.57,40 800,48,26,
Indiana,29-Feb-08,3-Mar-08,3-Mar-08,64.75,62,63.23,-6.32,49 600,59,25,
Indiana,3-Mar-08,4-Mar-08,4-Mar-08,74.5,68,72.63,9.4,31 200,39,24,
Indiana,4-Mar-08,5-Mar-08,5-Mar-08,80.75,75,78.35,5.72,34 400,43,26,
Indiana,5-Mar-08,6-Mar-08,6-Mar-08,73,70,71.63,-6.72,27 200,34,18,
Indiana,6-Mar-08,7-Mar-08,7-Mar-08,81.5,76,79.28,7.65,84 800,100,32,
Indiana,7-Mar-08,10-Mar-08,10-Mar-08,85.5,80,83.8,4.52,39 200,45,26,
Indiana,10-Mar-08,11-Mar-08,11-Mar-08,85,80,82.31,-1.49,39 200,48,25,
Indiana,11-Mar-08,12-Mar-08,12-Mar-08,68.5,65,66.94,-15.37,63 200,78,31,
Indiana,12-Mar-08,13-Mar-08,13-Mar-08,70,65,68.23,1.29,48 800,56,27,
Indiana,13-Mar-08,14-Mar-08,14-Mar-08,66,63.75,65.27,-2.96,42 400,42,21,
Indiana,14-Mar-08,17-Mar-08,17-Mar-08,74,67,73.16,7.89,24 800,28,17,
Indiana,17-Mar-08,18-Mar-08,18-Mar-08,69.4,65,67,-6.16,50 400,63,25,
Indiana,18-Mar-08,19-Mar-08,19-Mar-08,75,69.75,72.6,5.6,40 800,49,28,
Indiana,19-Mar-08,20-Mar-08,20-Mar-08,77,74,75.32,2.72,52 000,65,28,
Indiana,20-Mar-08,21-Mar-08,21-Mar-08,65,61.5,63.31,-12.01,16 000,20,15,
Indiana,21-Mar-08,24-Mar-08,24-Mar-08,76,75,75.73,12.42,8 800,11,10,
Indiana,24-Mar-08,25-Mar-08,25-Mar-08,72,66,68.96,-6.77,75 200,88,29,
Indiana,25-Mar-08,26-Mar-08,26-Mar-08,68.5,67,67.77,-1.19,8 800,11,12,
Indiana,26-Mar-08,27-Mar-08,27-Mar-08,71,65,68.15,0.38,35 200,38,20,
Indiana,27-Mar-08,28-Mar-08,28-Mar-08,67.5,64,65.37,-2.78,49 600,60,28,
Indiana,28-Mar-08,31-Mar-08,31-Mar-08,67.5,65,66.41,1.04,50 400,59,24,
Indiana,31-Mar-08,1-Apr-08,1-Apr-08,76,69,73.25,6.84,27 200,33,18,
Indiana,1-Apr-08,2-Apr-08,2-Apr-08,76,72,73.68,0.43,24 000,28,19,
Indiana,2-Apr-08,3-Apr-08,3-Apr-08,75,71.5,72.71,-0.97,29 600,37,19,
Indiana,3-Apr-08,4-Apr-08,4-Apr-08,68.5,64,66.65,-6.06,44 000,53,26,
Indiana,4-Apr-08,7-Apr-08,7-Apr-08,72,69.5,70.93,4.28,16 000,20,17,
Indiana,7-Apr-08,8-Apr-08,8-Apr-08,69.5,65,67.49,-3.44,47 200,58,22,
Indiana,8-Apr-08,9-Apr-08,9-Apr-08,72.25,69,70.97,3.48,28 000,34,17,
Indiana,9-Apr-08,10-Apr-08,10-Apr-08,70.5,68.5,69.37,-1.6,25 600,31,20,
Indiana,10-Apr-08,11-Apr-08,11-Apr-08,70,67,68.42,-0.95,24 000,30,21,
Indiana,11-Apr-08,14-Apr-08,14-Apr-08,84,79,82.63,14.21,40 800,50,21,
Indiana,14-Apr-08,15-Apr-08,15-Apr-08,73.5,70.25,71.72,-10.91,34 400,38,22,
Indiana,15-Apr-08,16-Apr-08,16-Apr-08,65.5,62.5,63.86,-7.86,49 600,60,28,
Indiana,16-Apr-08,17-Apr-08,17-Apr-08,66,64,64.76,0.9,29 600,37,19,
Indiana,17-Apr-08,18-Apr-08,18-Apr-08,62.25,59,60.54,-4.22,26 400,30,19,
Indiana,18-Apr-08,21-Apr-08,21-Apr-08,71,67.45,69.19,8.65,15 200,17,15,
Indiana,21-Apr-08,22-Apr-08,22-Apr-08,75,66,72.91,3.72,50 400,56,27,
Indiana,22-Apr-08,23-Apr-08,23-Apr-08,85,80,82.79,9.88,57 600,68,23,
Indiana,23-Apr-08,24-Apr-08,24-Apr-08,80,72,77.14,-5.65,72 800,81,23,
Indiana,24-Apr-08,25-Apr-08,25-Apr-08,78.5,72.5,76.46,-0.68,79 200,88,28,
Indiana,25-Apr-08,28-Apr-08,28-Apr-08,75,71,73.93,-2.53,48 000,58,25,
Indiana,28-Apr-08,29-Apr-08,29-Apr-08,79.25,75,77.77,3.84,25 600,32,19,
Indiana,29-Apr-08,30-Apr-08,30-Apr-08,76.25,69.5,72.19,-5.58,35 200,37,22,
Indiana,30-Apr-08,1-May-08,1-May-08,65,62,63.27,-8.92,28 800,35,24,
Indiana,1-May-08,2-May-08,2-May-08,65.5,61,63.82,0.55,45 600,52,23,
Indiana,2-May-08,5-May-08,5-May-08,65,64,64.71,0.89,28 000,35,19,
Indiana,5-May-08,6-May-08,6-May-08,77.5,68,73.74,9.03,68 000,81,29,
Indiana,6-May-08,7-May-08,7-May-08,77,73.5,75.62,1.88,47 200,58,29,
Indiana,7-May-08,8-May-08,8-May-08,69,66.75,67.88,-7.74,31 200,36,20,
Indiana,8-May-08,9-May-08,9-May-08,71.5,67.5,70.37,2.49,26 400,33,21,
Indiana,9-May-08,12-May-08,12-May-08,71.25,69.5,70.38,0.01,23 200,28,18,
Indiana,12-May-08,13-May-08,13-May-08,72.25,69,70.1,-0.28,34 400,41,26,
Indiana,13-May-08,14-May-08,14-May-08,68,62.75,64.84,-5.26,36 000,45,31,
Indiana,14-May-08,15-May-08,15-May-08,64.5,60.75,62.96,-1.88,42 400,53,26,
Indiana,15-May-08,16-May-08,16-May-08,59,55,56.42,-6.54,24 800,31,24,
Indiana,16-May-08,19-May-08,19-May-08,65,58,62.27,5.85,58 400,72,24,
Indiana,19-May-08,20-May-08,20-May-08,58,52.75,54.97,-7.3,31 200,38,21,
Indiana,20-May-08,21-May-08,21-May-08,56,54,55.44,0.47,13 600,17,15,
Indiana,21-May-08,22-May-08,22-May-08,54.5,52.25,53.45,-1.99,45 600,55,22,
Indiana,22-May-08,23-May-08,23-May-08,48,45.25,46.61,-6.84,24 000,25,18,
Indiana,23-May-08,27-May-08,27-May-08,74,70,72.54,25.93,39 200,49,21,
Indiana,27-May-08,28-May-08,28-May-08,53,47.5,49.95,-22.59,36 800,45,21,
Indiana,28-May-08,29-May-08,29-May-08,49.5,46.5,47.85,-2.1,28 800,36,23,
Indiana,29-May-08,30-May-08,30-May-08,66.5,63.5,64.91,17.06,29 600,36,21,
Indiana,30-May-08,2-Jun-08,2-Jun-08,72.5,69.75,71.71,6.8,27 200,31,21,
Indiana,2-Jun-08,3-Jun-08,3-Jun-08,94.5,85,90.13,18.42,34 400,40,28,
Indiana,3-Jun-08,4-Jun-08,4-Jun-08,92,86,88.98,-1.15,54 400,63,26,
Indiana,4-Jun-08,5-Jun-08,5-Jun-08,110,106.5,109.03,20.05,23 200,29,21,
Indiana,5-Jun-08,6-Jun-08,6-Jun-08,147.75,128,136.1,27.07,52 800,61,27,
Indiana,6-Jun-08,9-Jun-08,9-Jun-08,180,165,173,36.9,29 600,37,23,
Indiana,9-Jun-08,10-Jun-08,10-Jun-08,120,108,114.85,-58.15,46 400,55,31,
Indiana,10-Jun-08,11-Jun-08,11-Jun-08,109,97,102.14,-12.71,59 200,70,32,
Indiana,11-Jun-08,12-Jun-08,12-Jun-08,127,114,121.43,19.29,48 800,60,29,
Indiana,12-Jun-08,13-Jun-08,13-Jun-08,110,97.25,104.58,-16.85,57 600,72,33,
Indiana,13-Jun-08,16-Jun-08,16-Jun-08,79,77,78.13,-26.45,12 800,16,17,
Indiana,16-Jun-08,17-Jun-08,17-Jun-08,62,57,59.02,-19.11,30 400,38,20,
Indiana,17-Jun-08,18-Jun-08,18-Jun-08,53.25,49,51.76,-7.26,23 200,29,20,
Indiana,18-Jun-08,19-Jun-08,19-Jun-08,52,48.5,49.88,-1.88,49 600,60,31,
Indiana,19-Jun-08,20-Jun-08,20-Jun-08,65,61,62.91,13.03,23 200,25,20,
Indiana,20-Jun-08,23-Jun-08,23-Jun-08,76,68,73.09,10.18,35 200,44,22,
Indiana,23-Jun-08,24-Jun-08,24-Jun-08,85,79,83.02,9.93,51 200,57,29,
Indiana,24-Jun-08,25-Jun-08,25-Jun-08,115,107,110.69,27.67,48 800,61,34,
Indiana,25-Jun-08,26-Jun-08,26-Jun-08,128,125,126.83,16.14,42 400,52,27,
Indiana,26-Jun-08,27-Jun-08,27-Jun-08,129.5,112,123.98,-2.85,57 600,69,29,
Indiana,27-Jun-08,30-Jun-08,30-Jun-08,71,66.5,68.33,-55.65,57 600,67,33,
Indiana,30-Jun-08,1-Jul-08,1-Jul-08,76,70,73.82,5.49,40 800,51,26,
Indiana,1-Jul-08,2-Jul-08,2-Jul-08,101.5,95,98.44,24.62,47 200,55,27,
Indiana,2-Jul-08,3-Jul-08,3-Jul-08,75.5,68,72.6,-25.84,64 800,79,33,
Indiana,3-Jul-08,7-Jul-08,7-Jul-08,120,111,117.05,44.45,48 000,58,27,
Indiana,7-Jul-08,8-Jul-08,8-Jul-08,116,111.75,113.98,-3.07,48 000,58,25,
Indiana,8-Jul-08,9-Jul-08,9-Jul-08,91.5,86.5,89.29,-24.69,52 000,64,29,
Indiana,9-Jul-08,10-Jul-08,10-Jul-08,85,78.5,81.84,-7.45,64 800,76,28,
Indiana,10-Jul-08,11-Jul-08,11-Jul-08,106,99,101.67,19.83,55 200,66,27,
Indiana,11-Jul-08,14-Jul-08,14-Jul-08,85,78,80.28,-21.39,28 000,35,21,
Indiana,14-Jul-08,15-Jul-08,15-Jul-08,92.5,85,88.31,8.03,47 200,57,30,
Indiana,15-Jul-08,16-Jul-08,16-Jul-08,117.5,112,115.27,26.96,65 600,80,30,
Indiana,16-Jul-08,17-Jul-08,17-Jul-08,140,134,136.79,21.52,59 200,73,32,
Indiana,17-Jul-08,18-Jul-08,18-Jul-08,127,119,122.56,-14.23,41 600,50,29,
Indiana,18-Jul-08,21-Jul-08,21-Jul-08,110,102,107.02,-15.54,44 000,52,24,
Indiana,21-Jul-08,22-Jul-08,22-Jul-08,91,87.5,89.65,-17.37,60 800,72,33,
Indiana,22-Jul-08,23-Jul-08,23-Jul-08,79,76.5,77.78,-11.87,37 600,45,27,
Indiana,23-Jul-08,24-Jul-08,24-Jul-08,80,71.5,74.54,-3.24,64 000,76,30,
Indiana,24-Jul-08,25-Jul-08,25-Jul-08,81,77,80.04,5.5,42 400,49,26,
Indiana,25-Jul-08,28-Jul-08,28-Jul-08,85.5,79.5,82.87,2.83,51 200,54,24,
Indiana,28-Jul-08,29-Jul-08,29-Jul-08,104,100,100.59,17.72,35 200,44,25,
Indiana,29-Jul-08,30-Jul-08,30-Jul-08,96.75,92.5,94.87,-5.72,46 400,57,27,
Indiana,30-Jul-08,31-Jul-08,31-Jul-08,91,87.5,89.84,-5.03,23 200,29,23,
Indiana,31-Jul-08,1-Aug-08,1-Aug-08,95.5,92,93.62,3.78,48 000,56,29,
Indiana,1-Aug-08,4-Aug-08,4-Aug-08,114.5,110.5,112.72,19.1,74 400,82,33,
Indiana,4-Aug-08,5-Aug-08,5-Aug-08,103,99,101.75,-10.97,25 600,32,26,
Indiana,5-Aug-08,6-Aug-08,6-Aug-08,88,83,84.87,-16.88,38 400,45,26,
Indiana,6-Aug-08,7-Aug-08,7-Aug-08,76.25,74,74.97,-9.9,32 000,33,23,
Indiana,7-Aug-08,8-Aug-08,8-Aug-08,67,63,64.48,-10.49,32 800,38,25,
Indiana,8-Aug-08,11-Aug-08,11-Aug-08,69,66,67.01,2.53,25 600,31,18,
Indiana,11-Aug-08,12-Aug-08,12-Aug-08,63,60,61.63,-5.38,27 200,33,20,
Indiana,12-Aug-08,13-Aug-08,13-Aug-08,60,56.5,58.86,-2.77,40 800,50,18,
Indiana,13-Aug-08,14-Aug-08,14-Aug-08,64,62,62.76,3.9,38 400,45,17,
Indiana,14-Aug-08,15-Aug-08,15-Aug-08,60,58.25,58.91,-3.85,34 400,41,19,
Indiana,15-Aug-08,18-Aug-08,18-Aug-08,76,72.5,74.23,15.32,19 200,24,20,
Indiana,18-Aug-08,19-Aug-08,19-Aug-08,75.75,73,74.39,0.16,63 200,75,27,
Indiana,19-Aug-08,20-Aug-08,20-Aug-08,70,65.25,66.84,-7.55,57 600,68,31,
Indiana,20-Aug-08,21-Aug-08,21-Aug-08,68,65,67.12,0.28,30 400,37,23,
Indiana,21-Aug-08,22-Aug-08,22-Aug-08,77,73,75.44,8.32,31 200,38,23,
Indiana,22-Aug-08,25-Aug-08,25-Aug-08,65,63,64.33,-11.11,25 600,32,19,
Indiana,25-Aug-08,26-Aug-08,26-Aug-08,63,58.25,59.13,-5.2,24 000,30,25,
Indiana,26-Aug-08,27-Aug-08,27-Aug-08,56.25,54.75,55.44,-3.69,27 200,34,20,
Indiana,27-Aug-08,28-Aug-08,28-Aug-08,69.25,65.5,68.15,12.71,37 600,47,26,
Indiana,28-Aug-08,29-Aug-08,29-Aug-08,72,67.5,70.48,2.33,61 600,75,26,
Indiana,29-Aug-08,2-Sep-08,2-Sep-08,83.5,81.5,82.47,11.99,22 400,27,17,
Indiana,2-Sep-08,3-Sep-08,3-Sep-08,84,78,80.17,-2.3,27 200,34,28,
Indiana,3-Sep-08,4-Sep-08,4-Sep-08,69,64.5,66.53,-13.64,83 200,94,38,
Indiana,4-Sep-08,5-Sep-08,5-Sep-08,59.75,55,57.15,-9.38,37 600,46,28,
Indiana,5-Sep-08,8-Sep-08,8-Sep-08,55,52.5,53.85,-3.3,27 200,28,17,
Indiana,8-Sep-08,9-Sep-08,9-Sep-08,51,46.5,48.2,-5.65,17 600,19,16,
Indiana,9-Sep-08,10-Sep-08,10-Sep-08,47,46,46.37,-1.83,15 200,19,16,
Indiana,10-Sep-08,11-Sep-08,11-Sep-08,50.5,43.25,48.42,2.05,24 000,30,27,
Indiana,11-Sep-08,12-Sep-08,12-Sep-08,50,45,47.17,-1.25,32 000,39,22,
Indiana,12-Sep-08,15-Sep-08,15-Sep-08,49.5,48.5,48.75,1.58,6 400,8,9,
Indiana,15-Sep-08,16-Sep-08,16-Sep-08,47.5,44.75,46.06,-2.69,20 000,25,20,
Indiana,16-Sep-08,17-Sep-08,17-Sep-08,49,46.5,47.91,1.85,26 400,33,24,
Indiana,17-Sep-08,18-Sep-08,18-Sep-08,54,52,53.08,5.17,16 800,21,16,
Indiana,18-Sep-08,19-Sep-08,19-Sep-08,52,50,51.52,-1.56,19 200,21,16,
Indiana,19-Sep-08,22-Sep-08,22-Sep-08,56,55.5,55.63,4.11,3 200,4,6,
Indiana,22-Sep-08,23-Sep-08,23-Sep-08,59,55,57.75,2.12,28 800,32,16,
Indiana,23-Sep-08,24-Sep-08,24-Sep-08,62,60.5,61.06,3.31,9 600,12,12,
Indiana,24-Sep-08,25-Sep-08,25-Sep-08,60,57.5,58.92,-2.14,23 200,29,20,
Indiana,25-Sep-08,26-Sep-08,26-Sep-08,53,52,52.5,-6.42,4 000,5,6,
Indiana,26-Sep-08,29-Sep-08,29-Sep-08,52.5,50,51.96,-0.54,10 400,13,13,
Indiana,29-Sep-08,30-Sep-08,30-Sep-08,49.25,48,48.68,-3.28,31 200,39,20,
Indiana,30-Sep-08,1-Oct-08,1-Oct-08,43,41.5,41.98,-6.7,23 200,26,19,
Indiana,1-Oct-08,2-Oct-08,2-Oct-08,41,40,40.46,-1.52,41 600,43,22,
Indiana,2-Oct-08,3-Oct-08,3-Oct-08,41,39.5,40.2,-0.26,36 800,46,23,
Indiana,3-Oct-08,6-Oct-08,6-Oct-08,54,51.5,53.12,12.92,32 000,39,23,
Indiana,6-Oct-08,7-Oct-08,7-Oct-08,49,46,46.67,-6.45,66 400,81,34,
Indiana,7-Oct-08,8-Oct-08,8-Oct-08,42.75,41.75,42.17,-4.5,20 000,24,19,
Indiana,8-Oct-08,9-Oct-08,9-Oct-08,48,46.5,47.12,4.95,38 400,47,29,
Indiana,9-Oct-08,10-Oct-08,10-Oct-08,44,42,43.33,-3.79,20 800,26,17,
Indiana,10-Oct-08,13-Oct-08,13-Oct-08,57,53,56.16,12.83,33 600,40,23,
Indiana,13-Oct-08,14-Oct-08,14-Oct-08,55.75,53,54.67,-1.49,48 000,59,27,
Indiana,14-Oct-08,15-Oct-08,15-Oct-08,55,52.5,53.59,-1.08,36 000,45,25,
Indiana,15-Oct-08,16-Oct-08,16-Oct-08,48,45.5,46.7,-6.89,33 600,38,23,
Indiana,16-Oct-08,17-Oct-08,17-Oct-08,46,42.75,44.51,-2.19,48 000,58,24,
Indiana,17-Oct-08,20-Oct-08,20-Oct-08,47,44.5,45.29,0.78,9 600,12,11,
Indiana,20-Oct-08,21-Oct-08,21-Oct-08,55,53,53.83,8.54,28 800,34,22,
Indiana,21-Oct-08,22-Oct-08,22-Oct-08,52.25,50,51.4,-2.43,45 600,49,20,
Indiana,22-Oct-08,23-Oct-08,23-Oct-08,47.5,46,46.63,-4.77,32 800,38,19,
Indiana,23-Oct-08,24-Oct-08,24-Oct-08,48,46,47.37,0.74,43 200,50,16,
Indiana,24-Oct-08,27-Oct-08,27-Oct-08,58.5,57.5,58.07,10.7,14 400,17,9,
Indiana,27-Oct-08,28-Oct-08,28-Oct-08,54,51.25,51.95,-6.12,29 600,37,17,
Indiana,28-Oct-08,29-Oct-08,29-Oct-08,55.5,52.5,53.72,1.77,31 200,39,23,
Indiana,29-Oct-08,30-Oct-08,30-Oct-08,47,45.75,46.25,-7.47,42 400,52,20,
Indiana,30-Oct-08,31-Oct-08,31-Oct-08,44.5,43,43.67,-2.58,14 400,16,16,
Indiana,31-Oct-08,3-Nov-08,3-Nov-08,44.25,42.5,43.25,-0.42,28 000,31,20,
Indiana,3-Nov-08,4-Nov-08,4-Nov-08,42,40,40.7,-2.55,21 600,26,16,
Indiana,4-Nov-08,5-Nov-08,5-Nov-08,43,40.75,41.53,0.83,20 800,25,10,
Indiana,5-Nov-08,6-Nov-08,6-Nov-08,40,39,39.32,-2.21,29 600,32,18,
Indiana,6-Nov-08,7-Nov-08,7-Nov-08,45,42.75,43.99,4.67,54 400,63,29,
Indiana,7-Nov-08,10-Nov-08,10-Nov-08,52.5,51,52.06,8.07,35 200,43,19,
Indiana,10-Nov-08,11-Nov-08,11-Nov-08,57.25,52.5,55.63,3.57,36 800,44,24,
Indiana,11-Nov-08,12-Nov-08,12-Nov-08,49,45.5,47.48,-8.15,55 200,66,29,
Indiana,12-Nov-08,13-Nov-08,13-Nov-08,48,46.75,47.3,-0.18,35 200,42,28,
Indiana,13-Nov-08,14-Nov-08,14-Nov-08,39.25,38.75,39.02,-8.28,21 600,21,15,
Indiana,14-Nov-08,17-Nov-08,17-Nov-08,58,56,57.46,18.44,36 000,40,14,
Indiana,17-Nov-08,18-Nov-08,18-Nov-08,55,53.5,54.14,-3.32,30 400,37,20,
Indiana,18-Nov-08,19-Nov-08,19-Nov-08,58.5,56.75,57.8,3.66,46 400,57,33,
Indiana,19-Nov-08,20-Nov-08,20-Nov-08,61.25,58.25,59.86,2.06,51 200,60,31,
Indiana,20-Nov-08,21-Nov-08,21-Nov-08,64,58,60.41,0.55,70 400,85,30,
Indiana,21-Nov-08,24-Nov-08,24-Nov-08,54.5,53.5,54.1,-6.31,18 400,22,15,
Indiana,24-Nov-08,25-Nov-08,25-Nov-08,54,52.25,53.23,-0.87,35 200,44,23,
Indiana,25-Nov-08,26-Nov-08,26-Nov-08,48,45,47.07,-6.16,28 800,32,21,
Indiana,26-Nov-08,28-Nov-08,28-Nov-08,34.25,34,34.02,-13.05,11 200,14,11,
Indiana,28-Nov-08,1-Dec-08,1-Dec-08,53,52.5,52.69,18.67,9 600,12,6,
Indiana,1-Dec-08,2-Dec-08,2-Dec-08,55,50,52.31,-0.38,31 200,38,20,
Indiana,2-Dec-08,3-Dec-08,3-Dec-08,51.25,50.75,50.98,-1.33,32 800,41,25,
Indiana,3-Dec-08,4-Dec-08,4-Dec-08,60,57,58.33,7.35,31 200,38,28,
Indiana,4-Dec-08,5-Dec-08,5-Dec-08,58.25,56.75,57.42,-0.91,27 200,34,20,
Indiana,5-Dec-08,8-Dec-08,8-Dec-08,55.5,53.5,54.21,-3.21,24 000,29,19,
Indiana,8-Dec-08,9-Dec-08,9-Dec-08,44.5,44,44.2,-10.01,17 600,20,20,
Indiana,9-Dec-08,10-Dec-08,10-Dec-08,48,46.25,47.32,3.12,41 600,52,23,
Indiana,10-Dec-08,11-Dec-08,11-Dec-08,49.5,47.25,48.21,0.89,36 800,45,27,
Indiana,11-Dec-08,12-Dec-08,12-Dec-08,48.75,47.25,48.33,0.12,18 400,23,17,
Indiana,12-Dec-08,15-Dec-08,15-Dec-08,43.5,43,43.25,-5.08,8 800,11,13,
Indiana,15-Dec-08,16-Dec-08,16-Dec-08,54.5,49,52.32,9.07,50 400,62,29,
Indiana,16-Dec-08,17-Dec-08,17-Dec-08,57,54.5,55.96,3.64,55 200,66,32,
Indiana,17-Dec-08,18-Dec-08,18-Dec-08,50,47,48.24,-7.72,25 600,28,18,
Indiana,18-Dec-08,19-Dec-08,19-Dec-08,45.75,42.75,43.97,-4.27,34 400,42,22,
Indiana,19-Dec-08,22-Dec-08,22-Dec-08,63,59,61.8,17.83,22 400,28,18,
Indiana,22-Dec-08,23-Dec-08,23-Dec-08,57.5,55,56.49,-5.31,26 400,32,22,
Indiana,23-Dec-08,24-Dec-08,24-Dec-08,32.5,30.5,31.57,-24.92,14 400,17,16,
Indiana,24-Dec-08,26-Dec-08,26-Dec-08,30,29,29.5,-2.07,3 200,4,5,
Indiana,26-Dec-08,29-Dec-08,29-Dec-08,34.5,34,34.18,4.68,2 400,3,3,
Indiana,29-Dec-08,30-Dec-08,30-Dec-08,35.5,34.75,35.05,0.87,16 000,20,17,
Indiana,30-Dec-08,31-Dec-08,31-Dec-08,36,34.25,34.99,-0.06,16 000,20,20,
Indiana,31-Dec-08,2-Jan-09,2-Jan-09,38,36,37.01,2.02,28 800,34,21,
Indiana,2-Jan-09,5-Jan-09,5-Jan-09,46,44.5,45.05,8.04,28 000,33,21,
Indiana,5-Jan-09,6-Jan-09,6-Jan-09,46,44.75,45.26,0.21,39 200,47,23,
Indiana,6-Jan-09,7-Jan-09,7-Jan-09,46.25,45,45.43,0.17,18 400,23,19,
Indiana,7-Jan-09,8-Jan-09,8-Jan-09,49,48,48.59,3.16,22 400,25,20,
Indiana,8-Jan-09,9-Jan-09,9-Jan-09,48.75,47,48.15,-0.44,29 600,36,27,
Indiana,9-Jan-09,12-Jan-09,12-Jan-09,54,51.25,52.3,4.15,24 800,31,25,
Indiana,12-Jan-09,13-Jan-09,13-Jan-09,53,52.25,52.5,0.2,41 600,51,27,
Indiana,13-Jan-09,14-Jan-09,14-Jan-09,60,55,56.96,4.46,29 600,37,23,
Indiana,14-Jan-09,15-Jan-09,15-Jan-09,60,57,58.51,1.55,48 800,60,34,
Indiana,15-Jan-09,16-Jan-09,16-Jan-09,63.5,57,61.44,2.93,25 600,31,20,
Indiana,16-Jan-09,19-Jan-09,19-Jan-09,44,42.5,43.17,-18.27,16 800,20,14,
Indiana,19-Jan-09,20-Jan-09,20-Jan-09,45.5,43.5,44.25,1.08,16 000,20,20,
Indiana,20-Jan-09,21-Jan-09,21-Jan-09,48,44.5,46.76,2.51,34 400,41,23,
Indiana,21-Jan-09,22-Jan-09,22-Jan-09,38.5,37,37.83,-8.93,16 000,20,22,
Indiana,22-Jan-09,23-Jan-09,23-Jan-09,37,36,36.33,-1.5,26 400,33,23,
Indiana,23-Jan-09,26-Jan-09,26-Jan-09,49,47,48.21,11.88,17 600,21,17,
Indiana,26-Jan-09,27-Jan-09,27-Jan-09,47.05,44.75,46.16,-2.05,44 000,54,28,
Indiana,27-Jan-09,28-Jan-09,28-Jan-09,46.5,45,45.43,-0.73,62 400,72,25,
Indiana,28-Jan-09,29-Jan-09,29-Jan-09,41.5,40,40.72,-4.71,21 600,25,22,
Indiana,29-Jan-09,30-Jan-09,30-Jan-09,47.75,44,45.38,4.66,47 200,58,28,
Indiana,30-Jan-09,2-Feb-09,2-Feb-09,42,40,41.52,-3.86,24 000,30,19,
Indiana,2-Feb-09,3-Feb-09,3-Feb-09,46,45,45.41,3.89,32 000,36,22,
Indiana,3-Feb-09,4-Feb-09,4-Feb-09,54,48,51.49,6.08,48 000,60,30,
Indiana,4-Feb-09,5-Feb-09,5-Feb-09,53.25,51,52.25,0.76,60 000,66,27,
Indiana,5-Feb-09,6-Feb-09,6-Feb-09,41,39,39.81,-12.44,25 600,29,21,
Indiana,6-Feb-09,9-Feb-09,9-Feb-09,35.75,34.75,35.28,-4.53,9 600,11,12,
Indiana,9-Feb-09,10-Feb-09,10-Feb-09,34.5,33,33.94,-1.34,31 200,39,25,
Indiana,10-Feb-09,11-Feb-09,11-Feb-09,30.35,30.25,30.26,-3.68,11 200,14,16,
Indiana,11-Feb-09,12-Feb-09,12-Feb-09,36.75,35.5,36.27,6.01,22 400,28,15,
Indiana,12-Feb-09,13-Feb-09,13-Feb-09,35.5,34,34.39,-1.88,19 200,24,17,
Indiana,13-Feb-09,16-Feb-09,16-Feb-09,38,36.75,37.27,2.88,20 000,25,18,
Indiana,16-Feb-09,17-Feb-09,17-Feb-09,36.5,36,36.22,-1.05,16 000,19,16,
Indiana,17-Feb-09,18-Feb-09,18-Feb-09,34,32.25,33.15,-3.07,18 400,23,17,
Indiana,18-Feb-09,19-Feb-09,19-Feb-09,39,37.5,38.13,4.98,32 800,38,21,
Indiana,19-Feb-09,20-Feb-09,20-Feb-09,39,37.5,38.11,-0.02,55 200,56,24,
Indiana,20-Feb-09,23-Feb-09,23-Feb-09,39,38,38.55,0.44,24 000,27,19,
Indiana,23-Feb-09,24-Feb-09,24-Feb-09,39,37,37.88,-0.67,27 200,34,27,
Indiana,24-Feb-09,25-Feb-09,25-Feb-09,34,32.25,32.82,-5.06,20 800,26,19,
Indiana,25-Feb-09,26-Feb-09,26-Feb-09,30,29.5,29.65,-3.17,11 200,14,13,
Indiana,26-Feb-09,27-Feb-09,27-Feb-09,32,30.25,31.32,1.67,20 800,23,22,
Indiana,27-Feb-09,2-Mar-09,2-Mar-09,40.75,40,40.51,9.19,45 600,56,28,
Indiana,2-Mar-09,3-Mar-09,3-Mar-09,45.25,42.25,43.97,3.46,30 400,33,24,
Indiana,3-Mar-09,4-Mar-09,4-Mar-09,44,41,41.88,-2.09,22 400,27,21,
Indiana,4-Mar-09,5-Mar-09,5-Mar-09,34.25,33.5,33.83,-8.05,19 200,24,21,
Indiana,5-Mar-09,6-Mar-09,6-Mar-09,30,29,29.89,-3.94,23 200,29,16,
Indiana,6-Mar-09,9-Mar-09,9-Mar-09,31.75,31,31.21,1.32,14 400,18,17,
Indiana,9-Mar-09,10-Mar-09,10-Mar-09,34,32.75,33.36,2.15,26 400,31,23,
