Price Hub,Trade Date,Delivery Start Date,Delivery End Date, High Price $/MWh , Low Price $/MWh , Wtd Avg Price $/MWh , Change , Daily Volume MWh ,Number of Trades,Number of Counterparties,
Indiana,4-Jan-06,5-Jan-06,5-Jan-06,53.5,48,50.93,,13 600,17,11,
Indiana,5-Jan-06,6-Jan-06,6-Jan-06,57.5,52.75,55,4.07,31 200,39,15,
Indiana,6-Jan-06,9-Jan-06,9-Jan-06,51.5,49.5,50.38,-4.62,3 200,4,4,
Indiana,9-Jan-06,10-Jan-06,10-Jan-06,52,49.5,51.25,0.87,19 200,24,12,
Indiana,10-Jan-06,11-Jan-06,11-Jan-06,46.75,45.25,45.8,-5.45,21 600,27,14,
Indiana,11-Jan-06,12-Jan-06,12-Jan-06,43,39.5,41.3,-4.5,10 400,13,8,
Indiana,12-Jan-06,13-Jan-06,13-Jan-06,41.8,41,41.55,0.25,16 800,18,11,
Indiana,13-Jan-06,16-Jan-06,16-Jan-06,44.25,42,43.06,1.51,14 400,16,11,
Indiana,16-Jan-06,17-Jan-06,17-Jan-06,53,50.5,51.53,8.47,6 400,8,6,
Indiana,17-Jan-06,18-Jan-06,18-Jan-06,66,62,64.35,12.82,16 000,19,16,
Indiana,18-Jan-06,19-Jan-06,19-Jan-06,55,52,53.38,-10.97,15 200,19,20,
Indiana,19-Jan-06,20-Jan-06,20-Jan-06,53,50,51.68,-1.7,15 200,19,21,
Indiana,20-Jan-06,23-Jan-06,23-Jan-06,59,58.25,58.57,6.89,14 400,13,8,
Indiana,23-Jan-06,24-Jan-06,24-Jan-06,59,56,56.7,-1.87,4 000,5,6,
Indiana,24-Jan-06,25-Jan-06,25-Jan-06,56,53,54.61,-2.09,5 600,7,8,
Indiana,25-Jan-06,26-Jan-06,26-Jan-06,51,49,50.14,-4.47,14 400,10,8,
Indiana,26-Jan-06,27-Jan-06,27-Jan-06,49,46,47.09,-3.05,17 600,21,13,
Indiana,27-Jan-06,30-Jan-06,30-Jan-06,53,51.5,52.25,5.16,4 800,6,7,
Indiana,30-Jan-06,31-Jan-06,31-Jan-06,53,50,50.92,-1.33,21 600,23,10,
Indiana,31-Jan-06,1-Feb-06,1-Feb-06,46.5,46,46.38,-4.54,3 200,4,5,
Indiana,1-Feb-06,2-Feb-06,2-Feb-06,44,43,43.51,-2.87,13 600,17,12,
Indiana,2-Feb-06,3-Feb-06,3-Feb-06,43,40,41.83,-1.68,12 800,16,14,
Indiana,3-Feb-06,6-Feb-06,6-Feb-06,64.1,63,63.55,21.72,19 200,24,11,
Indiana,6-Feb-06,7-Feb-06,7-Feb-06,57,56,56.23,-7.32,8 800,11,11,
Indiana,7-Feb-06,8-Feb-06,8-Feb-06,55,52,53.25,-2.98,4 800,6,6,
Indiana,8-Feb-06,9-Feb-06,9-Feb-06,51,48.75,49.83,-3.42,4 800,6,8,
Indiana,9-Feb-06,10-Feb-06,10-Feb-06,47,45.5,46.43,-3.4,8 800,11,9,
Indiana,10-Feb-06,13-Feb-06,13-Feb-06,57.75,57,57.3,10.87,8 800,11,11,
Indiana,13-Feb-06,14-Feb-06,14-Feb-06,48.5,46,47.28,-10.02,9 600,12,12,
Indiana,14-Feb-06,15-Feb-06,15-Feb-06,42,40,40.84,-6.44,13 600,16,14,
Indiana,15-Feb-06,16-Feb-06,16-Feb-06,39.5,39,39.33,-1.51,4 800,6,9,
Indiana,16-Feb-06,17-Feb-06,17-Feb-06,50.5,48.5,49.43,10.1,15 200,19,16,
Indiana,17-Feb-06,20-Feb-06,20-Feb-06,61,60,60.2,10.77,4 000,5,6,
Indiana,20-Feb-06,21-Feb-06,21-Feb-06,48.5,47,47.36,-12.84,5 600,6,7,
Indiana,21-Feb-06,22-Feb-06,22-Feb-06,45,43.75,44.44,-2.92,6 400,8,8,
Indiana,22-Feb-06,23-Feb-06,23-Feb-06,44,42,43.09,-1.35,6 400,8,8,
Indiana,23-Feb-06,24-Feb-06,24-Feb-06,42.25,41,41.91,-1.18,8 800,11,11,
Indiana,27-Feb-06,28-Feb-06,28-Feb-06,42.85,42.75,42.76,0.85,8 800,11,7,
Indiana,28-Feb-06,1-Mar-06,1-Mar-06,39.25,37.5,38.25,-4.51,28 000,35,18,
Indiana,1-Mar-06,2-Mar-06,2-Mar-06,38.75,37.5,38.04,-0.21,9 600,12,12,
Indiana,2-Mar-06,3-Mar-06,3-Mar-06,41.5,38,40.6,2.56,22 400,28,13,
Indiana,3-Mar-06,6-Mar-06,6-Mar-06,47,45.5,46.35,5.75,14 400,18,10,
Indiana,6-Mar-06,7-Mar-06,7-Mar-06,53.25,50,51.08,4.73,25 600,31,18,
Indiana,7-Mar-06,8-Mar-06,8-Mar-06,46,43.75,44.93,-6.15,11 200,14,14,
Indiana,8-Mar-06,9-Mar-06,9-Mar-06,43,40,40.91,-4.02,15 200,16,12,
Indiana,9-Mar-06,10-Mar-06,10-Mar-06,44.75,43,44.03,3.12,16 800,18,10,
Indiana,10-Mar-06,13-Mar-06,13-Mar-06,46.5,45,45.68,1.65,5 600,7,9,
Indiana,13-Mar-06,14-Mar-06,14-Mar-06,48.5,47.5,47.75,2.07,7 200,9,10,
Indiana,14-Mar-06,15-Mar-06,15-Mar-06,50.75,49.5,50.27,2.52,20 000,25,14,
Indiana,15-Mar-06,16-Mar-06,16-Mar-06,48.5,47.75,48.11,-2.16,27 200,30,13,
Indiana,16-Mar-06,17-Mar-06,17-Mar-06,48.5,47.5,47.97,-0.14,11 200,14,16,
Indiana,17-Mar-06,20-Mar-06,20-Mar-06,52.75,52,52.5,4.53,5 600,4,5,
Indiana,20-Mar-06,21-Mar-06,21-Mar-06,61,56,58.88,6.38,13 600,17,11,
Indiana,21-Mar-06,22-Mar-06,22-Mar-06,59,58,58.4,-0.48,4 000,5,5,
Indiana,22-Mar-06,23-Mar-06,23-Mar-06,55,53.5,54.29,-4.11,18 400,22,19,
Indiana,23-Mar-06,24-Mar-06,24-Mar-06,49,48,48.59,-5.7,12 000,14,14,
Indiana,24-Mar-06,27-Mar-06,27-Mar-06,51,50,50.7,2.11,19 200,20,10,
Indiana,27-Mar-06,28-Mar-06,28-Mar-06,50.75,49,49.66,-1.04,16 000,19,12,
Indiana,28-Mar-06,29-Mar-06,29-Mar-06,49.5,47.25,48.44,-1.22,20 000,25,15,
Indiana,29-Mar-06,30-Mar-06,30-Mar-06,50,47.5,48.63,0.19,31 200,39,21,
Indiana,30-Mar-06,31-Mar-06,31-Mar-06,45.25,44.5,44.86,-3.77,14 400,18,14,
Indiana,31-Mar-06,3-Apr-06,3-Apr-06,54,52,53.14,8.28,15 200,19,14,
Indiana,3-Apr-06,4-Apr-06,4-Apr-06,59.25,56.75,58.35,5.21,9 600,11,11,
Indiana,4-Apr-06,5-Apr-06,5-Apr-06,59,57,57.44,-0.91,9 600,11,10,
Indiana,5-Apr-06,6-Apr-06,6-Apr-06,54.25,53,53.56,-3.88,17 600,22,17,
Indiana,6-Apr-06,7-Apr-06,7-Apr-06,58,54.5,55.99,2.43,16 000,17,12,
Indiana,7-Apr-06,10-Apr-06,10-Apr-06,57,57,57,1.01,2 400,3,4,
Indiana,10-Apr-06,11-Apr-06,11-Apr-06,54.25,51,52.76,-4.24,16 800,19,16,
Indiana,11-Apr-06,12-Apr-06,12-Apr-06,46,44.5,45.38,-7.38,20 800,26,21,
Indiana,12-Apr-06,13-Apr-06,13-Apr-06,55.5,50.75,52.08,6.7,18 400,21,18,
Indiana,13-Apr-06,14-Apr-06,14-Apr-06,49.5,48,48.58,-3.5,12 800,13,12,
Indiana,14-Apr-06,17-Apr-06,17-Apr-06,52,52,52,3.42,800,1,2,
Indiana,17-Apr-06,18-Apr-06,18-Apr-06,52.5,48,50.5,-1.5,10 400,13,14,
Indiana,18-Apr-06,19-Apr-06,19-Apr-06,57,56,56.63,6.13,3 200,4,7,
Indiana,19-Apr-06,20-Apr-06,20-Apr-06,66,64.25,65.14,8.51,16 800,21,15,
Indiana,20-Apr-06,21-Apr-06,21-Apr-06,63.5,61.5,62.34,-2.8,12 000,15,12,
Indiana,21-Apr-06,24-Apr-06,24-Apr-06,65.5,61.5,64.17,1.83,9 600,12,9,
Indiana,24-Apr-06,25-Apr-06,25-Apr-06,56,55,55.89,-8.28,8 800,11,9,
Indiana,25-Apr-06,26-Apr-06,26-Apr-06,52.5,52,52.18,-3.71,12 000,13,10,
Indiana,26-Apr-06,27-Apr-06,27-Apr-06,54.25,53,53.68,1.5,5 600,7,9,
Indiana,27-Apr-06,28-Apr-06,28-Apr-06,47.25,46.25,46.81,-6.87,12 800,16,9,
Indiana,28-Apr-06,1-May-06,1-May-06,48.5,48,48.06,1.25,14 400,16,11,
Indiana,1-May-06,2-May-06,2-May-06,53,48,50.79,2.73,10 400,13,10,
Indiana,2-May-06,3-May-06,3-May-06,61,58.75,60,9.21,10 400,13,11,
Indiana,3-May-06,4-May-06,4-May-06,58,56.25,56.88,-3.12,13 600,17,12,
Indiana,4-May-06,5-May-06,5-May-06,52,50,51.53,-5.35,6 400,6,8,
Indiana,5-May-06,8-May-06,8-May-06,52,51,51.43,-0.1,5 600,7,8,
Indiana,8-May-06,9-May-06,9-May-06,56,55.5,55.75,4.32,4 000,5,7,
Indiana,9-May-06,10-May-06,10-May-06,59,55,56.43,0.68,16 000,20,15,
Indiana,10-May-06,11-May-06,11-May-06,49,46.75,47.51,-8.92,15 200,19,11,
Indiana,11-May-06,12-May-06,12-May-06,44.25,44,44.09,-3.42,14 400,18,12,
Indiana,12-May-06,15-May-06,15-May-06,48.5,45.5,46.84,2.75,23 200,29,14,
Indiana,15-May-06,16-May-06,16-May-06,44,41.75,43.27,-3.57,9 600,12,11,
Indiana,16-May-06,17-May-06,17-May-06,43.75,43.25,43.42,0.15,2 400,3,5,
Indiana,17-May-06,18-May-06,18-May-06,42,39.5,40.81,-2.61,7 200,9,7,
Indiana,18-May-06,19-May-06,19-May-06,40,39.5,39.72,-1.09,12 800,16,13,
Indiana,19-May-06,22-May-06,22-May-06,51,48.5,49.72,10,29 600,36,22,
Indiana,22-May-06,23-May-06,23-May-06,45,43,43.96,-5.76,23 200,29,18,
Indiana,23-May-06,24-May-06,24-May-06,45.25,43.5,44.81,0.85,22 400,28,20,
Indiana,24-May-06,25-May-06,25-May-06,49.5,47.75,48.36,3.55,7 200,9,14,
Indiana,25-May-06,26-May-06,26-May-06,51.75,45,48.94,0.58,63 200,67,25,
Indiana,26-May-06,30-May-06,30-May-06,64.75,64,64.18,15.24,12 000,10,13,
Indiana,30-May-06,31-May-06,31-May-06,75.75,67,73.23,9.05,28 800,36,21,
Indiana,31-May-06,1-Jun-06,1-Jun-06,67,58.5,62.18,-11.05,15 200,19,15,
Indiana,1-Jun-06,2-Jun-06,2-Jun-06,51.5,50,50.61,-11.57,23 200,27,20,
Indiana,2-Jun-06,5-Jun-06,5-Jun-06,50.5,49.5,49.79,-0.82,9 600,12,12,
Indiana,5-Jun-06,6-Jun-06,6-Jun-06,49.25,47.5,48.31,-1.48,24 800,31,22,
Indiana,6-Jun-06,7-Jun-06,7-Jun-06,48.5,46.25,47.24,-1.07,22 400,28,16,
Indiana,7-Jun-06,8-Jun-06,8-Jun-06,48.75,46,47.6,0.36,24 800,30,18,
Indiana,8-Jun-06,9-Jun-06,9-Jun-06,45,43,43.96,-3.64,15 200,18,16,
Indiana,9-Jun-06,12-Jun-06,12-Jun-06,47.25,46,46.61,2.65,9 600,12,13,
Indiana,12-Jun-06,13-Jun-06,13-Jun-06,45,41.75,42.45,-4.16,25 600,30,13,
Indiana,13-Jun-06,14-Jun-06,14-Jun-06,44.25,42.5,43.41,0.96,21 600,27,18,
Indiana,14-Jun-06,15-Jun-06,15-Jun-06,51,49.5,50.26,6.85,19 200,24,16,
Indiana,15-Jun-06,16-Jun-06,16-Jun-06,65,60,62.9,12.64,19 200,24,19,
Indiana,16-Jun-06,19-Jun-06,19-Jun-06,81,78,80.01,17.11,37 600,47,23,
Indiana,19-Jun-06,20-Jun-06,20-Jun-06,66,60,61.87,-18.14,19 200,24,23,
Indiana,20-Jun-06,21-Jun-06,21-Jun-06,70.25,63,68.57,6.7,32 000,39,27,
Indiana,21-Jun-06,22-Jun-06,22-Jun-06,68,65.5,66.7,-1.87,21 600,27,22,
Indiana,22-Jun-06,23-Jun-06,23-Jun-06,56,51,53.2,-13.5,16 800,21,16,
Indiana,23-Jun-06,26-Jun-06,26-Jun-06,45,42.5,43.98,-9.22,8 000,9,11,
Indiana,26-Jun-06,27-Jun-06,27-Jun-06,48,44,45.79,1.81,30 400,38,20,
Indiana,27-Jun-06,28-Jun-06,28-Jun-06,44.5,44,44.25,-1.54,10 400,13,16,
Indiana,28-Jun-06,29-Jun-06,29-Jun-06,48,46.75,47.68,3.43,8 000,9,12,
Indiana,29-Jun-06,30-Jun-06,30-Jun-06,48.25,45.75,47.5,-0.18,11 200,11,14,
Indiana,30-Jun-06,3-Jul-06,3-Jul-06,54.25,49,52.58,5.08,11 200,14,13,
Indiana,3-Jul-06,5-Jul-06,5-Jul-06,47,44.5,46.08,-6.5,7 200,9,10,
Indiana,5-Jul-06,6-Jul-06,6-Jul-06,38,35,36.02,-10.06,18 400,23,20,
Indiana,6-Jul-06,7-Jul-06,7-Jul-06,33.5,31,32.79,-3.23,18 400,22,19,
Indiana,7-Jul-06,10-Jul-06,10-Jul-06,51.5,51,51.04,18.25,17 600,21,20,
Indiana,10-Jul-06,11-Jul-06,11-Jul-06,49.5,46.5,47.6,-3.44,16 000,20,19,
Indiana,11-Jul-06,12-Jul-06,12-Jul-06,53.5,51,52.85,5.25,24 800,31,19,
Indiana,12-Jul-06,13-Jul-06,13-Jul-06,59,58,58.36,5.51,20 800,26,20,
Indiana,13-Jul-06,14-Jul-06,14-Jul-06,67.5,64.25,65.24,6.88,24 000,30,20,
Indiana,14-Jul-06,17-Jul-06,17-Jul-06,96,94,94.94,29.7,13 600,17,17,
Indiana,17-Jul-06,18-Jul-06,18-Jul-06,120,104,113.14,18.2,36 000,41,24,
Indiana,18-Jul-06,19-Jul-06,19-Jul-06,80,74,78.56,-34.58,20 000,25,22,
Indiana,19-Jul-06,20-Jul-06,20-Jul-06,67,65,66.31,-12.25,23 200,29,21,
Indiana,20-Jul-06,21-Jul-06,21-Jul-06,53,50,51.11,-15.2,44 800,52,27,
Indiana,21-Jul-06,24-Jul-06,24-Jul-06,56.5,55,55.75,4.64,6 400,7,9,
Indiana,24-Jul-06,25-Jul-06,25-Jul-06,67,62,63.76,8.01,20 000,25,22,
Indiana,25-Jul-06,26-Jul-06,26-Jul-06,69,66.5,67.49,3.73,26 400,33,21,
Indiana,26-Jul-06,27-Jul-06,27-Jul-06,76,71,75.32,7.83,18 400,21,16,
Indiana,27-Jul-06,28-Jul-06,28-Jul-06,74,68,72.01,-3.31,18 400,21,17,
Indiana,28-Jul-06,31-Jul-06,31-Jul-06,103.5,101,101.92,29.91,10 400,13,13,
Indiana,31-Jul-06,1-Aug-06,1-Aug-06,156,136,149.34,47.42,38 400,47,24,
Indiana,1-Aug-06,2-Aug-06,2-Aug-06,150,134,139.59,-9.75,41 600,50,23,
Indiana,2-Aug-06,3-Aug-06,3-Aug-06,105,94,96.98,-42.61,17 600,22,16,
Indiana,3-Aug-06,4-Aug-06,4-Aug-06,80.25,74,76.84,-20.14,24 000,30,18,
Indiana,4-Aug-06,7-Aug-06,7-Aug-06,90,85,86.85,10.01,24 800,31,18,
Indiana,7-Aug-06,8-Aug-06,8-Aug-06,66.5,63.5,64.54,-22.31,16 800,21,21,
Indiana,8-Aug-06,9-Aug-06,9-Aug-06,62,58,59.4,-5.14,25 600,32,22,
Indiana,9-Aug-06,10-Aug-06,10-Aug-06,71.25,69,70.54,11.14,27 200,34,20,
Indiana,10-Aug-06,11-Aug-06,11-Aug-06,66.5,63.5,65.23,-5.31,16 000,20,20,
Indiana,11-Aug-06,14-Aug-06,14-Aug-06,71.05,69,69.95,4.72,11 200,14,15,
Indiana,14-Aug-06,15-Aug-06,15-Aug-06,62,60,61.19,-8.76,20 000,25,19,
Indiana,15-Aug-06,16-Aug-06,16-Aug-06,50.5,49.75,50.12,-11.07,12 000,14,14,
Indiana,16-Aug-06,17-Aug-06,17-Aug-06,57.25,53.75,55.15,5.03,9 600,12,12,
Indiana,17-Aug-06,18-Aug-06,18-Aug-06,58,56.5,57.03,1.88,7 200,9,10,
Indiana,18-Aug-06,21-Aug-06,21-Aug-06,60,57,58.46,1.43,9 600,12,13,
Indiana,21-Aug-06,22-Aug-06,22-Aug-06,57,55,55.64,-2.82,7 200,9,12,
Indiana,22-Aug-06,23-Aug-06,23-Aug-06,60,57,59.37,3.73,20 000,24,14,
Indiana,23-Aug-06,24-Aug-06,24-Aug-06,64.5,61.5,62.98,3.61,19 200,22,14,
Indiana,24-Aug-06,25-Aug-06,25-Aug-06,67.5,65.75,66.78,3.8,32 000,39,20,
Indiana,25-Aug-06,28-Aug-06,28-Aug-06,63.25,61,62.69,-4.09,17 600,22,14,
Indiana,28-Aug-06,29-Aug-06,29-Aug-06,59,57,58.27,-4.42,16 800,21,14,
Indiana,29-Aug-06,30-Aug-06,30-Aug-06,54,51,52.69,-5.58,24 000,30,20,
Indiana,30-Aug-06,31-Aug-06,31-Aug-06,42.25,41.25,42.01,-10.68,19 200,24,18,
Indiana,31-Aug-06,1-Sep-06,1-Sep-06,35,33.25,33.81,-8.2,21 600,26,18,
Indiana,1-Sep-06,5-Sep-06,5-Sep-06,38.5,36,37.11,3.3,16 800,21,12,
Indiana,5-Sep-06,6-Sep-06,6-Sep-06,39,36.5,37.96,0.85,27 200,34,15,
Indiana,6-Sep-06,7-Sep-06,7-Sep-06,45,43.5,44.14,6.18,12 800,16,12,
Indiana,7-Sep-06,8-Sep-06,8-Sep-06,52,49,50.81,6.67,9 600,12,14,
Indiana,8-Sep-06,11-Sep-06,11-Sep-06,45.5,44,44.93,-5.88,18 400,23,16,
Indiana,11-Sep-06,12-Sep-06,12-Sep-06,42.75,40,41.28,-3.65,13 600,17,12,
Indiana,12-Sep-06,13-Sep-06,13-Sep-06,40,39,39.34,-1.94,14 400,18,11,
Indiana,13-Sep-06,14-Sep-06,14-Sep-06,41.25,39.75,40.51,1.17,14 400,18,11,
Indiana,14-Sep-06,15-Sep-06,15-Sep-06,40.5,39.25,39.74,-0.77,13 600,16,11,
Indiana,15-Sep-06,18-Sep-06,18-Sep-06,40.75,39,39.91,0.17,12 800,16,15,
Indiana,18-Sep-06,19-Sep-06,19-Sep-06,37.5,36.75,37.18,-2.73,11 200,14,11,
Indiana,19-Sep-06,20-Sep-06,20-Sep-06,36,32.5,34.07,-3.11,11 200,14,11,
Indiana,20-Sep-06,21-Sep-06,21-Sep-06,35.5,33.5,34.73,0.66,8 000,10,10,
Indiana,21-Sep-06,22-Sep-06,22-Sep-06,35.5,35.5,35.5,0.77,4 000,4,4,
Indiana,22-Sep-06,25-Sep-06,25-Sep-06,37.5,36,36.79,1.29,11 200,14,11,
Indiana,25-Sep-06,26-Sep-06,26-Sep-06,36.25,35.25,35.71,-1.08,10 400,13,11,
Indiana,26-Sep-06,27-Sep-06,27-Sep-06,36,35.25,35.5,-0.21,4 800,6,7,
Indiana,27-Sep-06,28-Sep-06,28-Sep-06,38,36,36.53,1.03,32 800,39,21,
Indiana,28-Sep-06,29-Sep-06,29-Sep-06,35,34,34.16,-2.37,13 600,17,14,
Indiana,29-Sep-06,2-Oct-06,2-Oct-06,35,33.75,34.18,0.02,20 000,25,21,
Indiana,2-Oct-06,3-Oct-06,3-Oct-06,42,40,41.04,6.86,10 400,13,14,
Indiana,3-Oct-06,4-Oct-06,4-Oct-06,41,39.5,40.49,-0.55,15 200,19,17,
Indiana,4-Oct-06,5-Oct-06,5-Oct-06,37.5,36.25,36.95,-3.54,19 200,24,22,
Indiana,5-Oct-06,6-Oct-06,6-Oct-06,34,32.5,33.41,-3.54,6 400,8,8,
Indiana,6-Oct-06,9-Oct-06,9-Oct-06,36,35.5,35.64,2.23,8 800,11,11,
Indiana,9-Oct-06,10-Oct-06,10-Oct-06,39,37.75,38.39,2.75,15 200,19,14,
Indiana,10-Oct-06,11-Oct-06,11-Oct-06,44.5,42,42.67,4.28,10 400,13,13,
Indiana,11-Oct-06,12-Oct-06,12-Oct-06,49.5,46.75,48.62,5.95,24 800,30,19,
Indiana,12-Oct-06,13-Oct-06,13-Oct-06,42.5,40,41.58,-7.04,25 600,32,23,
Indiana,13-Oct-06,16-Oct-06,16-Oct-06,37,36.75,36.86,-4.72,7 200,8,10,
Indiana,16-Oct-06,17-Oct-06,17-Oct-06,37.75,37,37.36,0.5,11 200,14,11,
Indiana,17-Oct-06,18-Oct-06,18-Oct-06,44,43,43.2,5.84,16 000,20,16,
Indiana,18-Oct-06,19-Oct-06,19-Oct-06,43,40,41.54,-1.66,9 600,11,11,
Indiana,19-Oct-06,20-Oct-06,20-Oct-06,43.25,42,42.2,0.66,12 800,16,12,
Indiana,20-Oct-06,23-Oct-06,23-Oct-06,49.05,48.5,48.85,6.65,2 400,3,4,
Indiana,23-Oct-06,24-Oct-06,24-Oct-06,64.75,61,63.32,14.47,22 400,28,20,
Indiana,24-Oct-06,25-Oct-06,25-Oct-06,56,54,54.67,-8.65,23 200,29,20,
Indiana,25-Oct-06,26-Oct-06,26-Oct-06,55,53,54.5,-0.17,8 800,11,12,
Indiana,26-Oct-06,27-Oct-06,27-Oct-06,56,52,54.04,-0.46,18 400,23,13,
Indiana,27-Oct-06,30-Oct-06,30-Oct-06,52.5,51.5,51.88,-2.16,3 200,4,6,
Indiana,30-Oct-06,31-Oct-06,31-Oct-06,46,44,45.13,-6.75,29 600,37,20,
Indiana,31-Oct-06,1-Nov-06,1-Nov-06,51.5,51,51.2,6.07,8 000,10,11,
Indiana,1-Nov-06,2-Nov-06,2-Nov-06,57,55.5,56.07,4.87,15 200,19,11,
Indiana,2-Nov-06,3-Nov-06,3-Nov-06,62.5,59,60.63,4.56,3 200,4,8,
Indiana,3-Nov-06,6-Nov-06,6-Nov-06,52,49.5,50.3,-10.33,4 000,5,9,
Indiana,6-Nov-06,7-Nov-06,7-Nov-06,51,46,47.77,-2.53,11 200,14,13,
Indiana,7-Nov-06,8-Nov-06,8-Nov-06,47,45.75,46.32,-1.45,16 800,21,15,
Indiana,8-Nov-06,9-Nov-06,9-Nov-06,50.75,48.75,49.81,3.49,19 200,24,15,
Indiana,9-Nov-06,10-Nov-06,10-Nov-06,49,48,48.44,-1.37,7 200,9,8,
Indiana,10-Nov-06,13-Nov-06,13-Nov-06,58.75,55,56.42,7.98,7 200,9,11,
Indiana,13-Nov-06,14-Nov-06,14-Nov-06,58,54,55.74,-0.68,19 200,24,12,
Indiana,14-Nov-06,15-Nov-06,15-Nov-06,55.5,51.5,53.73,-2.01,12 000,15,11,
Indiana,15-Nov-06,16-Nov-06,16-Nov-06,53.5,50.25,52.17,-1.56,12 800,16,15,
Indiana,16-Nov-06,17-Nov-06,17-Nov-06,57,55,56.28,4.11,17 600,21,13,
Indiana,17-Nov-06,20-Nov-06,20-Nov-06,60,58,59.41,3.13,8 800,11,10,
Indiana,20-Nov-06,21-Nov-06,21-Nov-06,56.5,55.75,56.05,-3.36,16 000,20,12,
Indiana,21-Nov-06,22-Nov-06,22-Nov-06,48,46,46.79,-9.26,19 200,24,18,
Indiana,27-Nov-06,28-Nov-06,28-Nov-06,37.75,35,36.87,-9.92,20 800,24,15,
Indiana,28-Nov-06,29-Nov-06,29-Nov-06,36,36,36,-0.87,1 600,2,4,
Indiana,29-Nov-06,30-Nov-06,30-Nov-06,48,46,46.78,10.78,7 200,9,11,
Indiana,30-Nov-06,1-Dec-06,1-Dec-06,58,56,57.38,10.6,18 400,23,14,
Indiana,1-Dec-06,4-Dec-06,4-Dec-06,73.5,70,72.15,14.77,27 200,30,19,
Indiana,4-Dec-06,5-Dec-06,5-Dec-06,69.25,66,67.87,-4.28,34 400,43,23,
Indiana,5-Dec-06,6-Dec-06,6-Dec-06,64.5,62.25,63.65,-4.22,39 200,46,18,
Indiana,6-Dec-06,7-Dec-06,7-Dec-06,68.5,65,67.07,3.42,42 400,53,28,
Indiana,7-Dec-06,8-Dec-06,8-Dec-06,66.5,61,64.03,-3.04,54 400,63,26,
Indiana,8-Dec-06,11-Dec-06,11-Dec-06,47,46.5,46.73,-17.3,9 600,12,10,
Indiana,11-Dec-06,12-Dec-06,12-Dec-06,45,43.5,44.48,-2.25,18 400,23,14,
Indiana,12-Dec-06,13-Dec-06,13-Dec-06,38.5,38,38.03,-6.45,15 200,19,8,
Indiana,13-Dec-06,14-Dec-06,14-Dec-06,38.5,38,38.32,0.29,17 600,19,10,
Indiana,14-Dec-06,15-Dec-06,15-Dec-06,38.5,37.25,38.18,-0.14,14 400,18,14,
Indiana,15-Dec-06,18-Dec-06,18-Dec-06,38,37.25,37.75,-0.43,20 000,25,10,
Indiana,18-Dec-06,19-Dec-06,19-Dec-06,40.5,38.5,39.38,1.63,12 000,15,12,
Indiana,19-Dec-06,20-Dec-06,20-Dec-06,43.25,42,42.67,3.29,21 600,25,14,
Indiana,20-Dec-06,21-Dec-06,21-Dec-06,37.75,37,37.29,-5.38,4 800,6,7,
Indiana,21-Dec-06,22-Dec-06,22-Dec-06,30.5,28.5,29.39,-7.9,12 800,13,8,
Indiana,26-Dec-06,27-Dec-06,27-Dec-06,31,30,30.94,1.55,17 600,21,8,
Indiana,27-Dec-06,28-Dec-06,28-Dec-06,29.5,28.5,29.34,-1.6,17 600,17,10,
Indiana,28-Dec-06,29-Dec-06,29-Dec-06,28,26.75,27.44,-1.9,6 400,8,6,
Indiana,29-Dec-06,2-Jan-07,2-Jan-07,34,32.5,33.03,5.59,13 600,17,10,
Indiana,2-Jan-07,3-Jan-07,3-Jan-07,37.25,35.5,36.16,3.13,27 200,25,16,
Indiana,3-Jan-07,4-Jan-07,4-Jan-07,32,31,31.63,-4.53,12 800,15,14,
Indiana,4-Jan-07,5-Jan-07,5-Jan-07,26.25,25.5,25.86,-5.77,7 200,7,10,
Indiana,5-Jan-07,8-Jan-07,8-Jan-07,39.5,38.5,39.21,13.35,20 000,24,13,
Indiana,8-Jan-07,9-Jan-07,9-Jan-07,47.75,45,46.51,7.3,27 200,32,19,
Indiana,9-Jan-07,10-Jan-07,10-Jan-07,43.5,42,42.79,-3.72,39 200,46,20,
Indiana,10-Jan-07,11-Jan-07,11-Jan-07,43.75,42,43.19,0.4,21 600,26,17,
Indiana,11-Jan-07,12-Jan-07,12-Jan-07,38,36,36.99,-6.2,13 600,17,13,
Indiana,12-Jan-07,15-Jan-07,15-Jan-07,47,44,45.01,8.02,47 200,55,24,
Indiana,15-Jan-07,16-Jan-07,16-Jan-07,58,54,54.66,9.65,24 000,30,20,
Indiana,16-Jan-07,17-Jan-07,17-Jan-07,63,60,61.51,6.85,28 000,35,25,
Indiana,17-Jan-07,18-Jan-07,18-Jan-07,53,52,52.42,-9.09,31 200,39,22,
Indiana,18-Jan-07,19-Jan-07,19-Jan-07,49,47,47.7,-4.72,37 600,47,21,
Indiana,19-Jan-07,22-Jan-07,22-Jan-07,53,50,50.92,3.22,4 800,6,6,
Indiana,22-Jan-07,23-Jan-07,23-Jan-07,48.75,47,47.88,-3.04,11 200,14,10,
Indiana,23-Jan-07,24-Jan-07,24-Jan-07,50.75,49.5,50.04,2.16,26 400,29,17,
Indiana,24-Jan-07,25-Jan-07,25-Jan-07,64,62.5,63.43,13.39,25 600,32,19,
Indiana,25-Jan-07,26-Jan-07,26-Jan-07,60,58.75,59.36,-4.07,8 800,11,11,
Indiana,26-Jan-07,29-Jan-07,29-Jan-07,63.75,62,63.01,3.65,16 000,18,13,
